Household Pulse Survey,,,,,,
Data Dictionary for CSV - Phase 4.2 Cycle 09,,,,,,
,,,,,,
,,,,,,
Instrument Q #,Variable,Description,,Question Wording,Range,Phases / Notes
,,Values,"1) A medicine or medication that requires a prescription or is given by provider, pharmacist, or hospital
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
SHORTAGE1,SHRTGMEDICAL2,Description,Medication shortage,"In the past month, have you or a member of your household been directly affected by a shortage of the following? Select all that apply.","<blank>, 1","3.10, 4.2"
,,Values,"1) A medicine or medication that is sold over the counter (without a prescription)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
SHORTAGE1,SHRTGMEDICAL3,Description,Medication shortage,"In the past month, have you or a member of your household been directly affected by a shortage of the following? Select all that apply.","<blank>, 1","3.10, 4.2"
,,Values,"1) A medical equipment or supplies used at home such as infusion pumps, glucose monitors, home ventilators, masks, gloves, etc.
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
SHORTAGE1,SHRTGMEDICAL4,Description,Medication shortage,"In the past month, have you or a member of your household been directly affected by a shortage of the following? Select all that apply.","<blank>, 1","3.10, 4.2"
,,Values,"1) Other critical medical products, please specify
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
SHORTAGE1,SHRTGMEDICAL5,Description,Medication shortage,"In the past month, have you or a member of your household been directly affected by a shortage of the following? Select all that apply.","<blank>, 1","3.10, 4.2"
,,Values,"1) My household has not been affected by any of these shortages 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT1,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Changed to a substitute or alternative medication, equipment, or medical product 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT2,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Spent more money or time to find the medication, equipment, or medical products
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT3,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Delayed, stopped, rationed or re-used medication, equipment, or medical products
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT4,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Delayed or canceled a medical procedure or treatment because medication, equipment or products needed for care were not available to me or a provider
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT5,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Consulted a medical professional or other sources to help me get medication, equipment, or medical products
-99) Question seen but category not selected
-88) Missing / Did not report ",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT6,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Experienced negative physical health impacts 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT7,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Experienced negative mental health impacts 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT8,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) I don’t know 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
SHORTAGE2A,SHRTGMED_RSP_ALT9,Description,Response to Medication shortage,How did you or a member of your household respond to the shortage? Select all that apply.,"<blank>, 1","3.10, 4.2"
,,Values,"1) Other, specify 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SHRTGMEDICAL1 =1 OR SHRTGMEDICAL2=1 OR SHRTGMEDICAL3=1 OR SHRTGMEDICAL4 =1,,,
,,Internal Notes,,,,
EMP7,CHILDCARE,Description,Childcare arrangement,"At any time in the last 4 weeks, were any children in the household unable to attend daycare or another childcare arrangement as a result of child care being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care?  Please include before school care, after school care, and all other forms of childcare that were unavailable. Select only one answer.",1:3,"3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes  
2) No 
3 )Not applicable
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,THHLD_NUMKID >0,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT1,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) You (or another adult) took unpaid leave to care for the children
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT2,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) You (or another adult) used vacation, or sick days, or other paid leave in order to care for the children
-99) Question seen but category not selected
-88) Missing / Did not report ",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT3,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) You (or another adult) cut your work hours in order to care for the children
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT4,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) You (or another adult) left a job in order to care for the children
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT5,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1)  You (or another adult) lost a job because of time away to care for the children
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT6,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) You (or another adult) did not look for a job in order to care for the children
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"TBIRTH_YEAR<=2006
If CHILDCARE = 1",,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT7,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) You (or another adult) supervised one or more children while working
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT8,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,1","3.10, 4.0, 4.1, 4.2"
,,Values,"1) Other (specify)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"TBIRTH_YEAR<=2006
If CHILDCARE = 1",,,
,,Internal Notes,,,,
EMP8,CHILDCARE_RSLT9,Description,Result of no childcare,"Which if any of the following occurred in the last 4 weeks as a result of childcare being closed, unavailable, unaffordable, or because you are concerned about your child’s safety in care? Select all that apply.","<blank>,2","3.10, 4.0, 4.1, 4.2"
,,Values,"1) None of the above
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,CHILDCARE = 1,,,
,,Internal Notes,,,,
INFLATE1,PRICECHNG,Description,Perception of price changes,"In the area where you live and shop, do you think the prices for goods and services have changed in the last 2 months? Select only one answer.",1:4,"3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) I think prices have increased
2) I do not think prices have changed
3) I think prices have decreased
4) I do not know
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
INFLATE2,PRICESTRESS ,Description,Stress of price changes,"How stressful, if at all, has the increase in prices in the last two months been for you? Select only one answer.",1:4,"3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Very stressful
2) Moderately stressful
3) A little stressful
4) Not at all stressful
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,PRICECHNG = 1,,,
,,Internal Notes,,,,
INFLATE4,PRICECONCRN,Description,Perception of price changes,"In the area you live and shop, how concerned are you, if at all, that prices will increase in the next 6 months? Select only one answer.",1:4,"3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Very concerned
2) Somewhat concerned
3) A little concerned
4) Not at all concerned.
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
SPN4,EXPNS_DIF,Description,Difficulty with expenses,"In the last 7 days, how difficult has it been for your household to pay for usual household expenses, including but not limited to food, rent or mortgage, car payments, medical expenses, student loans, and so on? Select only one answer.",1:4,"3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all difficult
2) A little difficult
3) Somewhat difficult
4) Very difficult 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD1,CURFOODSUF,Description,Household food sufficiency for last 7 days,"Getting enough food can also be a problem for some people.  In the last 7 days, which of these statements best describes the food eaten in your household? Select only one answer.",1:4,"1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Enough of the kinds of food (I/we) wanted to eat 
2) Enough, but not always the kinds of food (I/we) wanted to eat
3) Sometimes not enough to eat
4) Often not enough to eat
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD2,CHILDFOOD,Description,Children not eating enough because we couldn't afford enough food,"Please indicate whether the next statement was often true, sometimes true, or never true in the last 7 days for the children living in your household who are under 18 years old.  

""The children were not eating enough because we just couldn't afford enough food.""",1:3,"1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Often true
2) Sometimes true
3) Never true
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If CURFOODSUF in (2, 3, 4) and HHLD_NUMKID > 0",,,
,,Internal Notes,,,,
FD3,FOODRSNRV1,Description,Why did you not have enough to eat? Couldn't afford to buy more food,"Why did you not have enough to eat
(or not what you wanted to eat)? Choose all that
apply. - Couldn’t afford to buy more food","<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Couldn’t afford to buy more food
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If CURFOODSUF in (2, 3, 4)",,,
,,Internal Notes,,,,
FD3,FOODRSNRV2,Description,"Why did you not have enough to eat? Couldn’t get out to buy food (for example, didn’t have transportation, or had mobility or health problems that prevented you from getting out)  ","Why did you not have enough to eat
(or not what you wanted to eat)? Choose all that
apply. - Couldn’t get out to buy food (for example, didn’t have transportation, or had mobility or health problems that prevented you from getting out)  ","<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Couldn’t get to store to buy food because didn’t have transportation, have mobility or health limitations that prevent you from getting out 
-99) Question seen but category not selected
-88) Missing / Did not report  ",,,
,,Universe,"If CURFOODSUF in (2, 3, 4)",,,
,,Internal Notes,,,,
FD3,FOODRSNRV3,Description,Why did you not have enough to eat? Safety concerns or no delivery,"Why did you not have enough to eat
(or not what you wanted to eat)? Choose all that
apply. - Afraid to go or didn’t want to go out to buy food","<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Couldn’t go to store due to safety concerns and delivery not available 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If CURFOODSUF in (2, 3, 4)",,,
,,Internal Notes,,,,
FD3,FOODRSNRV4,Description,Why did you not have enough to eat? No reason,"Why did you not have enough to eat
(or not what you wanted to eat)? Choose all that
apply. - Couldn’t get groceries or meals delivered to me","<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) None 
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,"If CURFOODSUF in (2, 3, 4)",,,
,,Internal Notes,This is an exclusive category,,,
FD4,FREEFOOD,Description,"During the last 7 days, did you or anyone in your household get free groceries or a free meal?","During the last 7 days, did you or anyone in your household get free groceries from a food pantry, food bank, church, or other place that helps with free food? 
Select only one answer.",1:2,"1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV1,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Receive free meals at school
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If HHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV2,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Pay for reduced-price meals at school
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If THHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV3,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Pay full-price meals at school
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If THHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV4,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Pick up free meals at a school or other location   
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If HHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV5,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Receive or use an EBT card to help buy groceries
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If THHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV6,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Eat free meals at a location other than school
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If THHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV7,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Have free meals delivered
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If THHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD5,SCHLFDHLP_RV8,Description,School food,Did the student(s) …(select all that apply) ,"<blank>,1","1, 2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) None of the above
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If THHLD_NUMKID > 0,,,
,,Internal Notes,,,,
FD6_NEW,FDBENEFIT1,Description,SNAP Receipt,Do you or does anyone in your household receive benefits from… Select all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Supplemental Nutrition Assistance Program (SNAP) or Food Stamp Program
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD6_NEW,FDBENEFIT2,Description,WIC Receipt,Do you or does anyone in your household receive benefits from… Select all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) WIC (Special Supplemental Nutrition Program for Women, Infants, and Children)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD6_NEW,FDBENEFIT3,Description,Summer EBT,Do you or does anyone in your household receive benefits from… Select all that apply.,"<blank>,1","4.1, 4.2"
,,Values,"1) Summer Electronic Benefits Transfer (Summer EBT)
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD6_NEW,FDBENEFIT4,Description,None of these,Do you or does anyone in your household receive benefits from… Select all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) None of these
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
FD7_NEW,SCHLFDEXPNS,Description,Difficulty with paying for school food,Does having to pay for the food children eat at school make it difficult for your household to pay for other expenses?,"1, 2","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,If SCHLFDHLP_RV2 =1 OR SCHLFDHLP_RV3= 1 OR SCHLFDHLP_RV8 = 1,,,
,,Internal Notes,,,,
ND1,ND_DISPLACE,Description,Displaced in last year due to natural disaster,"The next set of questions asks about natural disasters, such as hurricanes, floods and fires. In the past year, were you displaced from your home because of a natural disaster?",1:2,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Yes
2) No
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,All persons born before 2005,,,
,,Internal Notes,,,,
ND2,ND_TYPE1,Description,Natural disaster type,What type of natural disaster? Mark all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Hurricane
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND2,ND_TYPE2,Description,Natural disaster type,What type of natural disaster? Mark all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Flood
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND2,ND_TYPE3,Description,Natural disaster type,What type of natural disaster? Mark all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Fire
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND2,ND_TYPE4,Description,Natural disaster type,What type of natural disaster? Mark all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Tornado
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND2,ND_TYPE5,Description,Natural disaster type,What type of natural disaster? Mark all that apply.,"<blank>,1","3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Other, specify
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND3,ND_HOWLONG,Description,How long displaced from home,How long were you displaced from your home?,1:5,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Less than a week
2) More than a week but less than a month
3) One to six months
4) More than six months
5) Never returned to home
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND4,ND_DAMAGE,Description,How long displaced from home,"Altogether, how much damage to your property or possessions did you experience as a result of natural disasters in the last year? Would you say no damage, some damage, a moderate amount of damage, or a lot of damage?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) No damage
2) Some damage
3) Moderate amount of damage
4) A lot of damage
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5a,ND_FDSHRTAGE,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
A shortage of food?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5b,ND_WATER,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
A shortage of drinkable water?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5c,ND_ELCTRC,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
A loss of electricity?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5d,ND_UNSANITARY,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
Unsanitary conditions, such as inadequate toilets?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5e,ND_ISOLATE,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
Feeling isolated, down, depressed, anxious, nervous or on edge?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5f,ND_CRIME,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
Fear of crime?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
ND5g,ND_SCAM,Description,Experience first month after natural disaster,"In the first month after the natural disaster, to what extent did you experience any of the following:
Offers that seemed like a scam?",1:4,"3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Not at all
2) A little
3) Some
4) A lot
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,ND_DISPLACE = 1,,,
,,Internal Notes,,,,
HSE1,TENURE,Description,Housing owned or rented,Is your house or apartment…? Select only one answer.,1:4,"2, 3, 3.1, 3.2, 3.3, 3.4, 3.5, 3.6, 3.7, 3.8, 3.9, 3.10, 4.0, 4.1, 4.2"
,,Values,"1) Owned by you or someone in this household free and clear?
2) Owned by your or someone in this household with a mortgage or loan (including home equity loans)?
3) Rented?
4) Occupied without payment of rent?
-99) Question seen but category not selected
-88) Missing / Did not report",,,
,,Universe,TBIRTH_YEAR<=2006,,,
,,Internal Notes,,,,
